fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.537207078709935,0.3887597640430021,0.4524804719139957,2.1570312680799755,0.06889257817019995,5.553710914900031,13.785156340399878,0.9960704297336039,3.2607421829800063,0.6721484365960012,11.387597640430021,8
7.822964191649714,0.3533015346435837,0.4434923267820815,3.4239181523422024,0.07557887459470528,15.0,36.11959076171101,0.9970160680206518,3.336793861425665,0.8489948845213876,12.634923267820815,8
11.004501152136191,0.6027025064665087,0.6440537596997631,4.969366752886783,0.08383781330831358,6.648656007505924,19.720728897228803,0.9985059426099306,3.220720728897229,0.6950451022806016,13.248646931581952,8
7.773475656441199,0.35542247186680576,0.432887640665971,3.3108015004370244,0.07402352063100906,15.0,35.55400750218512,0.9968336674194547,3.328310112532777,0.841925093777314,12.52887640665971,8
6.893701430449094,0.4087007498904695,0.27970483962212933,2.8452760728368203,0.06374410359802883,20.45078391840074,57.964553532310546,0.9945746080407997,3.4128936605969318,0.8432283571741516,13.303149284775454,8
9.395959152872724,0.46879675625753975,0.5523974770891976,4.303980777822458,0.08151990388911229,11.040108124748675,29.08021624949735,0.9979599819792085,3.2928015618019253,0.7852020423563638,13.063992791683422,8
5.7598233965174455,0.40100441508706386,0.2589955849129361,1.9366813836235461,0.06443230314635176,18.366813836235462,41.76857987106101,0.9924883167738868,3.568035320696511,0.7273362767247092,13.1768579871061,8
9.401581068054726,0.30026628514605896,0.5600915355189579,2.8019971385954423,0.08000499284648861,6.0,17.001664282162867,0.9964019971385953,3.1500582498757,0.9198086075512701,11.701414639838438,8
7.038697600411879,0.6668930326748517,0.07615813818930689,1.988558109259405,0.05807906909465345,26.386976004118793,59.880001446495086,0.9935574976148768,3.4946046545267326,0.7676837236213861,12.769209309053466,8
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8
8.823692744498857,0.41105229022004575,0.4392124037897484,1.8,0.06934215646699314,6.447385488997713,13.789541955990853,0.9949184118359412,3.28736603154032,0.69,12.05790839119817,8
8.865444038403991,0.4744877259654434,0.4055122740345566,2.534480144228714,0.07393119134627717,6.96559567313858,16.65519855771286,0.9940222869950925,3.182759927885643,0.6958638990399002,12.375916971197006,8
9.316656727616335,0.3025002981715099,0.5491653745901237,2.7583283638081677,0.079749970182849,6.458387998110155,17.291701453342824,0.9963079056840161,3.1537504472572646,0.910832240037797,11.687498509142449,8
10.938893145124371,0.5591820033893677,0.6490938136650952,4.743865025420258,0.08485966256355064,6.0,18.61988752118355,0.9983438650254203,3.2066960632414245,0.7337129350638919,13.076904393006016,8
5.078021874798868,0.43092306247184153,0.2072308125844754,1.9687912500804527,0.05750330000643622,20.404393746379625,55.77361873511624,0.9915595606253621,3.685670375088498,0.7524834999678189,14.0,8
5.919398376298494,0.4692534844445621,0.19074651555543784,2.0985069688891245,0.06164178281481874,23.925348444456215,48.35821718518126,0.9925110407105204,3.6346272936294257,0.74,13.573136468147128,8
5.632671534020143,0.40472861814434136,0.2879957715463557,2.3490601567007685,0.06392692676288364,18.12734960824808,47.163886226806255,0.9929217105484527,3.6392798387629473,0.7661795117525576,13.738204882474424,8
9.620001627580576,0.3084616010607914,0.5549230393635252,2.766153595756834,0.07830767978784173,5.830767978784172,16.830767978784174,0.9965353856169726,3.15,0.8743073542717265,11.58153758514892,8
10.47746079168907,0.34144079968034885,0.5351355201917907,2.6342368012786044,0.07171184006393024,5.171184006393022,16.171184006393023,0.9970630527948856,3.15,0.6962196817261161,11.119828804475116,8
9.929123327775358,0.3756958890741547,0.4786082218516906,2.306332696295375,0.06926583174073844,5.367084129630782,14.531663481476874,0.9964511483755532,3.223416825926156,0.6646833651852313,11.256958890741547,8
7.932056656164172,0.34972717739434744,0.46177334693674144,3.5904512088021616,0.07795907660915212,14.938614913728182,36.9454354788695,0.9973095487911978,3.346794334383583,0.8597271773943475,12.77953830457606,8
9.405529743082,0.3002126824262308,0.5598723905442615,2.7991492702950764,0.07995746351475384,5.9957463514753835,16.995746351475383,0.9964034029188197,3.15,0.9188515148983537,11.697022446032769,8
5.558572108999871,0.7008595923995384,0.04171442179997436,1.5657115640005128,0.04458572108999872,18.628462560020516,87.58572108999871,0.991737153743998,3.535143265399923,0.82,13.35570680100141,8
8.560252310720035,0.3488437277815381,0.3937126866350797,1.889250177747695,0.07355374911126152,14.545620111938389,25.115627221846186,0.9951962957541053,3.159674840027075,0.7267750533243085,11.04299928900922,8
7.751240141360806,0.5545593780975886,0.10787861483437101,2.275620070680403,0.06426860212041209,32.455937809758865,43.699737102954835,0.9942146965370859,3.4413087208549755,0.7416253286213065,12.586226996508547,8
11.844560523466479,0.32590398897965306,0.6444560523466479,2.359039889796531,0.07120480055101734,5.602400275508673,23.83120358161275,0.9981036004132631,2.987351925612658,0.7524080468364744,10.277119669389592,8
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8
10.38172551357337,0.3261294135180027,0.46634510271467383,5.623607621052995,0.07238705864819973,5.0,13.612941351800268,0.9975182744864267,3.213654897285326,0.7852666567313181,12.273097945706525,8
10.418175179683175,0.35880702563490074,0.5247157846190595,2.459087589841588,0.07017614051269802,5.352281025396031,16.0,0.9967455574772391,3.160568430761881,0.6570456205079206,11.264210769047024,8
10.660282713866774,0.34702120354000815,0.5220565427733551,2.977314218265633,0.07029787964599919,5.0,15.702120354000815,0.9972397172861333,3.157943457226645,0.6668798466066204,11.158869144532899,8
9.664432011218253,0.2743814852335035,0.5272164575702192,2.171650276632843,0.0822010285981387,37.685554429948965,68.08761162622636,0.9949558260422386,3.0391238837377363,0.66675268448562,11.959794280372261,8
8.848710277292998,0.33942120158453143,0.4242120158453142,2.123954071303914,0.06523954071303914,3.942120158453142,14.413180237679713,0.9965652720950718,3.1923151936618743,0.8880229643480432,10.471060079226572,8
9.365079053767804,0.4265079053767804,0.520483381427512,2.209667628550242,0.07280735718478047,6.879509521014635,16.361471436956094,0.9951236502021588,3.2112049047898537,0.69,12.60844143108683,8
7.635022395571211,0.35796572542957783,0.3486438169530519,1.7310730282550866,0.06317511197785605,3.9321908476525946,12.689269717449136,0.9957389865626572,3.2672876339061037,0.9726005841541454,10.52824148033647,8
8.411609326176787,0.48381868585690724,0.2151019076270701,2.188798304331493,0.0700040763050828,36.224033913370135,53.06212293596674,0.9942645214413183,3.3265579651977917,0.7094195336911606,12.449796184745859,8
9.370711390183443,0.3915402690567674,0.5050758385659395,1.9353556950917215,0.07083080538113534,6.661610762270697,16.0,0.9950565221166707,3.199848322868121,0.6832322152454139,12.246208071703023,8
10.34716072975726,0.3364292588368177,0.5381424446979094,2.6542829646527295,0.07271414823263647,5.271414823263647,16.271414823263648,0.996982868141389,3.15,0.7232820022811846,11.189990376284552,8
12.308074102430158,0.31280697978432537,0.6964213698116666,2.1775441617253968,0.07211227919137302,6.617535552551587,28.71930202156746,0.9984468104234538,2.900210254447143,0.813263248517619,9.889823353098414,8
7.3721886971526835,0.38078899266609345,0.36543380823985583,3.2041415228645125,0.07052267320966302,17.858977890422963,47.9960688093191,0.9958705110547885,3.3829882064279575,0.8512031449525447,13.063905651423658,8
10.494574065515511,0.36393961698287597,0.516060383017124,2.592663359482697,0.0704401984310382,5.220099215519095,16.073366405173033,0.9968441729349108,3.1536683202586513,0.6551356483621122,11.154069450863366,8
7.281206848160144,0.3329918312480053,0.3372658758880128,1.7042740446400075,0.06142740446400075,3.170961785600302,13.128221339200227,0.9959410181839679,3.2291451910719986,1.082476416975969,10.106851116000188,8
5.549829946051113,0.4494551756813096,0.21054482431869037,2.058910351362619,0.06098183918937698,21.94551756813096,49.018160810623016,0.9921850285595523,3.6689443621523967,0.74,13.744721810761984,8
8.395359313729493,0.4822080800648924,0.40604790849726585,2.211040400324462,0.07393600285946043,7.5872005718920885,16.587200571892087,0.9932870547018049,3.2041279942810794,0.7076160171567626,12.852320343135252,8
7.710590442818472,0.5652102022938467,0.09478979770615326,2.2904204045876932,0.06484034007646156,33.521020229384675,45.15965992353844,0.994091127997772,3.468302316023999,0.74,12.741511580119994,8
8.434536500495176,0.4544741599207719,0.4183986867392925,2.606907300099035,0.07742543066798714,7.287284666006432,17.0,0.9937932485513369,3.1821821166501607,0.7912715333993567,12.601099266204502,8
7.049560808395108,0.39960895284361875,0.3076296448374567,2.9621706062963304,0.06595211145226401,19.60654562119317,54.717483158435265,0.9949967271894034,3.403152449475306,0.8458260134732518,13.225219595802447,8
8.776403747534584,0.39238597053022556,0.4619298526511276,1.8,0.07157105221023308,8.903507367443618,17.522805893954896,0.9945381491831999,3.2157105221023308,0.6919035073674435,12.290614189581202,8
7.873713593573659,0.40783009413795135,0.36274029622253634,3.25827671645756,0.0745827671645756,19.99441722100489,39.102912514107324,0.9964772354788555,3.378915047068976,0.8284563122883901,12.773713593573659,8
11.041906109306069,0.5038577491877311,0.6097780921714162,4.0815931403263,0.07911749624816185,5.569843515510115,17.709530546530345,0.9981117496248162,3.189889046085708,0.6727937406204045,12.367624437224277,8
7.647179949821076,0.323902091593349,0.37675063111765794,1.9235899749105378,0.06486200865754566,3.6097908406651036,13.813054454220138,0.996081305445422,3.2137389109155974,1.063412549560094,10.345548143043558,8
9.86588172087641,0.27889848478559703,0.5125667156338108,1.924385141658835,0.08190266862535243,41.5122971668233,72.23207722973447,0.99448927262959,3.0092621699906017,0.6367059139561796,11.85486656873238,8
10.363424104347384,0.3247568078260538,0.4626848208694769,5.7974710086998495,0.07252431921739462,5.0,13.475680782605382,0.9975365758956527,3.217315179130523,0.7930447556523617,12.346303582610462,8
8.458354033278749,0.33719059447587857,0.4019059447587856,2.0235767514145353,0.06423576751414535,3.7190594475878562,14.078589171381784,0.9964314356685527,3.2012376220964858,0.9382116242927325,10.359529723793928,8
7.8396560890133795,0.5262071060602009,0.3374138323862877,2.456897206438128,0.0742758882575251,8.60343910986621,18.03446704548493,0.9925543072414832,3.2025861676137124,0.7234482234849497,12.94482994317726,8
7.88546327629545,0.5347667794663619,0.33883706210363596,2.4796485868136293,0.0759418531051818,8.261661026681908,17.203514131863706,0.9924034951432327,3.201162937896364,0.719418531051818,13.050575139404527,8
10.100054192538183,0.3269251612514686,0.5438449032491188,2.6922993549941254,0.07461496774970629,5.4614967749706285,16.461496774970627,0.9968308025800234,3.15,0.7746041292420697,11.323047742479439,8
5.404065579043693,0.410246692919635,0.27065325082400427,2.222932733265486,0.06250799324923671,18.442668166836285,48.18867154221793,0.9924802645664292,3.6684468054323567,0.7567199549949114,13.832800450050886,8
8.731677523633921,0.4147328990546431,0.4189690551994628,1.8,0.06879006514180354,6.263355047267844,13.053420189071375,0.9950177882744754,3.313130293382502,0.69,11.910684037814274,8
12.292634713225233,0.3144487080980558,0.7005874555721199,2.191911439821717,0.071514686389303,6.525756411588418,29.849298818719753,0.9984169003937601,2.91397195274879,0.8167645759286866,9.969859763743951,8
5.593837947098784,0.8278166095556239,0.04876758941975688,1.4246482116048624,0.04493837947098784,12.985928464194497,87.93837947098784,0.9923014071535805,3.5563027682592705,0.82,12.967782581913372,8
6.705017464714769,0.7093614135817566,0.07009122663117762,1.8520525992014962,0.05504561331558881,23.05017464714769,66.40193137148407,0.9932890367784296,3.509771933422056,0.7798175467376447,12.799543866844111,8
10.988754640051432,0.32371272646764737,0.630867277960292,2.6799454263676585,0.0740569089701471,9.085363455220662,31.742545293529478,0.9982200545736324,3.041124535994857,0.8337127264676474,10.828454485073555,8
12.58505937520981,0.3135627643730456,0.7194253605849926,2.234478364900441,0.07216089903620206,6.0,28.88507211699853,0.99870114927883,2.8839075480220497,0.8185059375209809,9.841374037880529,8
6.579650772985717,0.43481784938073,0.15236042093838137,1.8239922393996826,0.05335697336587622,31.358913515955564,83.88100887804126,0.9916901120817282,3.3752403551216505,0.7744147451406029,13.472170733206983,8
11.23123354316118,0.5890550944225306,0.6539544934042751,4.902012020365109,0.08416622781763143,5.885389238601965,18.656167715805896,0.9986166227817631,3.211977246702138,0.6854155695440786,13.124934172644716,8
8.02724321595371,0.3347271040911641,0.37727104091164065,1.9127196841023828,0.06312719684102383,3.4727104091164063,13.709065613674609,0.9962836262454698,3.2110915836353437,0.9936401579488087,10.236355204558203,8
10.121800912818857,0.32776157356995606,0.5433430558580263,2.688953705720176,0.07444768528600879,5.4447685286008785,16.44476852860088,0.9968441851771193,3.15,0.7700875027222371,11.311337970020615,8
9.068130168554172,0.40439566104819424,0.4212086779036115,1.9783353023063515,0.06844583825576589,5.777080872117061,12.891676511531756,0.9956147550208813,3.3054161744234123,0.6810832348846824,11.543956610481942,8
7.320375032068542,0.3838114564626684,0.3561505265789471,3.1652812740514062,0.06978864628763767,18.139635242962065,49.075520165238714,0.995730182378519,3.3862265604957162,0.8503395838678091,13.08981248396573,8
10.17758318640061,0.3663255254249809,0.5202046847450115,2.3387915932003054,0.07032651050849963,5.6530210169992365,16.0,0.996357602888071,3.169590630509977,0.6630604203399847,11.489765762749428,8
11.214596465459149,0.5815684094566169,0.6500725086071347,4.8299180169896445,0.08372257241224396,5.857660775765248,18.572982327295744,0.9985722572412244,3.2100362543035676,0.6843064310306098,13.058385861836594,8
6.906488331577942,0.5221333034773897,0.13786669652261022,2.2042666069547794,0.06340444344924633,29.213330347738978,46.59555655075367,0.9933817950639277,3.542968940639191,0.74,13.114844703195955,8
5.665918142571635,0.48151973937967196,0.048804056158118614,1.8036870698349252,0.04543795723562083,28.51618977688953,86.52068092145973,0.9909367902908758,3.480827236858389,0.8129945673136421,13.918884463631645,8
10.635875020174042,0.3451906265130532,0.5171750040348086,3.209187308346593,0.07048093734869468,5.0,15.519062651305322,0.997264124979826,3.1628249959651913,0.6772531164260318,11.25649991930383,8
10.0405426316651,0.3706080427604656,0.5176351743437206,2.27027131583255,0.07041216085520931,5.824321710418625,16.0,0.9961366249935599,3.1747296513125587,0.6664864342083725,11.618241282813969,8
7.71326995698596,0.36737105781143437,0.3368552890571717,1.8,0.07344717066414241,15.157235547141413,22.525788437713132,0.9942692388714729,3.2344717066414246,0.6981572355471414,11.602704089814445,8
8.868816455743476,0.40924734177026095,0.4491396202635648,1.8,0.06961289873446086,6.537632911486953,14.15053164594781,0.994869678227797,3.2747313923918266,0.69,12.130106329189562,8
10.121524848750825,0.3160338855277961,0.4718136295971215,5.686099395003298,0.07438814006527136,5.198305723610195,13.793222894440781,0.9973620331316678,3.2141355421111846,0.8398305723610194,12.421524848750824,8
9.337764437055968,0.32074518764801074,0.5475528874111936,2.5925481235198924,0.07813293311167903,6.207451876480107,16.792548123519893,0.9960307356598653,3.1624471125888065,0.8722860684095753,11.865961501184085,8
9.372541049122034,0.30439343214047443,0.5559726872045652,2.7945082098244067,0.0799267761309921,6.036611934503954,17.0,0.9963258608326294,3.150915298362599,0.9163388065496046,11.725628354152766,8
6.924924669776555,0.3584024105671502,0.35549548018659327,1.9615015066044688,0.06885465348097215,27.854653480972154,59.23963841492746,0.9927818076644145,3.43511114887307,0.6976516572649158,13.153033145298316,8
10.779694279518766,0.3335965556358678,0.5817916027042027,2.1325812696118063,0.06660650156894446,9.03384286746872,29.0,0.9973583672652749,2.997982778179339,0.7997743808835418,10.305640477911455,8
8.795336621895942,0.4121865351241623,0.4329740568171074,1.8,0.06917201973137566,6.390673243791885,13.56269297516754,0.9949490364483524,3.295305745869136,0.69,12.012538595033508,8
9.83650490401158,0.28303794534382276,0.506557821275096,1.9297263810888035,0.08166231285100384,41.40547237822393,71.84483737106174,0.9944847325760745,3.0156716573065645,0.638174754799421,11.866884357449809,8
10.006044942313803,0.3134676653847512,0.48592784038386866,5.224179769255208,0.07528631711533709,5.326616730762442,14.306466923049769,0.997208059923085,3.2038706615390047,0.8526616730762442,12.306044942313802,8
8.408358784403728,0.40768020756881107,0.38178680504587403,1.7863113417431233,0.06704179392201864,5.589340252293702,12.136886582568765,0.9952749847293578,3.333573610091748,0.746123498853194,11.467292809633097,8
11.949042277028797,0.3155400657274145,0.6839895727718057,2.3939023004595077,0.07283100985911217,7.246514788668262,30.1080131454829,0.9985060976995405,2.9450957722971203,0.8255400657274145,10.215504929556088,8
5.558539518858578,0.7007422678908815,0.04170790377171564,1.5658419245656872,0.04458539518858578,18.633676982627488,87.58539518858578,0.9917366323017373,3.535123711315147,0.82,13.35606529255564,8
5.16273036492985,0.42871769812124194,0.23128230187875803,2.017435396242484,0.06029058993737473,19.871769812124196,49.70941006262527,0.9918435514290631,3.704889323256514,0.74,13.92444661628257,8
10.129189228654129,0.3280457395636203,0.5431725562618278,2.6878170417455185,0.07439085208727594,5.439085208727594,16.439085208727594,0.9968487318330179,3.15,0.7685530063564503,11.307359646109315,8
8.411786826558782,0.4802915369014754,0.408238243541171,2.201457684507377,0.0738675548893384,7.573510977867682,16.57351097786768,0.9933181300802403,3.204264890221323,0.7072053293360304,12.844106586720608,8
7.199441766288431,0.3908658969665082,0.3344833164600106,3.0745813247163234,0.06807542502241944,18.794690432604334,51.59496320232436,0.9954026547836978,3.393784889606973,0.8483240294381404,13.150279116855785,8
7.004469956083105,0.41310486891130793,0.20050659502275198,1.8334326656907356,0.05703873961938691,32.680573196702994,82.65375346020436,0.9920403518971264,3.3261501384081744,0.7564779351876022,13.264481354803815,8
8.692134796070302,0.3212359561178909,0.4679775234891393,2.446067398035151,0.0778764043882109,9.893258621613338,19.477528213753942,0.9956178089496577,3.1818539341768366,0.8421348275677332,11.593820219410546,8
7.40660113722656,0.36237640940156157,0.3005280909781248,1.809241592117184,0.07402640454890623,16.88117952992192,23.90758407882816,0.9941657078150062,3.2394719090218755,0.7002640454890624,11.422443866570305,8
9.893902621893501,0.3751905430658281,0.5148856741605031,2.1969513109467504,0.07050381086131656,6.007621722633123,16.0,0.9959001679778032,3.1802286516789935,0.6701524344526625,11.755716291974842,8
5.313784729637593,0.463929862149263,0.10821041355221095,1.8744861081449629,0.04995888865159702,24.648125133476675,73.22006999318188,0.9911351874866523,3.581934718959459,0.7902055567420149,14.0,8
7.368388554668298,0.3309622203123903,0.33962220312390273,1.7432999140575622,0.06143299914057562,3.0962220312390274,13.144333046858542,0.9960577332187434,3.226151118750439,1.078350042971219,10.048111015619513,8
9.924300035825327,0.3116511119072295,0.4959188845102378,4.897200143301308,0.07592211083246968,5.417444404638525,14.669777618554102,0.9970990667144338,3.1966044476289177,0.8617444404638526,12.224300035825326,8
8.066985629967954,0.5286688322521745,0.35133116774782547,2.5059637724988555,0.07564217365006867,7.821086825034335,16.940362275011445,0.9926392429661944,3.1970181137505724,0.7158253592508012,12.974760777524034,8
9.364625672898386,0.31179144236720496,0.5529251345796771,2.68208557632795,0.07893877018695156,6.11791442367205,16.88208557632795,0.9961901123258637,3.157074865420323,0.8928796825554286,11.794331538937639,8
8.703998470469621,0.4113602447248607,0.4579197756688777,2.660799694093924,0.07814399592125232,6.9280020393738395,17.0,0.994520795870268,3.173200050984346,0.8271997960626161,12.349601427561687,8
8.784156648049748,0.3923765027925377,0.4291332877105716,2.0301958100621853,0.07076234972074623,6.0,13.150979050310927,0.9954454428044771,3.303960837987563,0.7429450363143026,11.7,8
5.108686594150107,0.41737653048603185,0.24824518990104263,2.0599650174621282,0.06067460644644894,18.850087456344678,49.51278423312021,0.9919098775611175,3.706133089711883,0.7444973763096596,13.955026236903404,8
9.10196505799561,0.3089410482601317,0.5212554575394293,2.6509825289978046,0.07910589517398683,7.639192181024146,18.043122297015366,0.9960706713890851,3.1634115723901974,0.8872161563795171,11.655294758699341,8
5.673464504054958,0.8401490778653579,0.05818127431521129,1.4083482390971542,0.04563446617138373,12.500894345829263,87.76624930527967,0.99243522956899,3.550316042647301,0.8168276691430812,12.88163387398626,8
12.5135608610994,0.3108311455663519,0.7130183772426439,2.193350835469185,0.07203324582265407,6.18285202459742,28.91688544336481,0.998625030669915,2.8859842480777336,0.8180052506407554,9.826596658123261,8
10.523731957534434,0.3367798968150825,0.49474639150688676,4.27454640342288,0.07132201031849175,5.0,14.677989681508253,0.9973762680424656,3.185253608493113,0.7249139180478656,11.705072169862264,8
8.177369713165135,0.5168251767812764,0.1671892595110504,2.231387324879066,0.06808757038044203,35.37225350241867,49.97441894626769,0.9942283207738528,3.3776647898548795,0.7211315143417432,12.545621480977898,8
9.009942779391238,0.41050667573768884,0.4879923705854985,1.852533378688444,0.07137523841920317,7.075047683840634,16.075047683840634,0.9944496417576817,3.209249523161594,0.692251430515219,12.54502861030438,8
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8
9.647712903221334,0.3583698292222745,0.4269781024666353,4.634987855775373,0.07108150853888627,5.383698292222745,12.616301707777255,0.9966637761669765,3.2760437950667294,0.7701192220110431,12.25467153699953,8
5.718626153369391,0.8349021259348046,0.05215683915217076,1.448528880923842,0.046078419576085376,13.186261533693916,85.68139791141644,0.9924954401324835,3.554607902119573,0.8156863216956585,12.889215804239146,8
9.273469681070805,0.3623747267582046,0.39139152567357405,2.0320964216234896,0.07705566102694296,39.3580715675302,64.423009432297,0.99439771804162,3.138515705948188,0.6663265159464598,12.097216948652852,8
5.465803496163451,0.4087564673339857,0.27533681695033074,2.2569950323660417,0.06289119411411796,18.357512419084895,47.91191536202591,0.9925994826132811,3.660569898765353,0.7592746274274531,13.807253725725468,8
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8
8.121083713246934,0.338367488602592,0.3937408827221013,2.1605418566234666,0.0761632511397408,13.034039577141868,21.476207003635736,0.9949867975031379,3.207551232903888,0.7793192084571626,11.50816255698704,8
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8
9.673004903666063,0.3842331698777979,0.46153366024440423,2.2087637728251672,0.06902190943206292,5.489045283968541,14.043818864125836,0.9962023476207041,3.247809056793708,0.6695618113587416,11.34233169877798,8
10.688448392170956,0.3491336294128218,0.5276896784341915,2.709740274375907,0.07008663705871783,5.0,15.913362941282179,0.997211551607829,3.1523103215658086,0.6549094333273432,11.046206431316172,8
10.648576915114862,0.35348942361720576,0.5265105763827943,2.5981634612541025,0.07011019232475388,5.055096162376933,16.018365387458978,0.9971109278708239,3.1509182693729487,0.6512855771221284,11.038567313663853,8
6.193849384269068,0.7209023077675938,0.15586010763057304,1.968029845822587,0.0535204476873388,12.774586153394436,74.83203539229457,0.9936651573838775,3.5057789692623893,0.8303278153785925,12.87418046155352,8
6.011736906829453,0.7604919767762057,0.12339657904351134,1.793835302184695,0.050907529532770425,12.537048139342765,78.87018163117298,0.9932771786275931,3.5224066302460066,0.8271606418579035,12.882098395355241,8
7.7125062481520485,0.35374987503695904,0.4000019994086555,2.9250224933473747,0.07650004998521638,15.749975007391805,32.12516245195326,0.9961337888635057,3.308751374593451,0.8000019994086555,12.275017494825736,8
9.130129887701756,0.3899567040994149,0.5060259775403511,1.900432959005851,0.07190389663105265,6.899567040994149,16.10043295900585,0.9947987706670304,3.203974022459649,0.7130995805713457,12.419653632795319,8
11.680972178863875,0.32934795412918155,0.6280972178863875,2.393479541291816,0.07103260229354093,5.516301146770461,22.711914908015988,0.9979744517201556,3.0105986903719755,0.7377711949509783,10.380438623875447,8
7.3033738152220975,0.3696626184777903,0.3048313092388951,1.896626184777903,0.06530364336998869,16.03373815222097,26.415654619447572,0.9944460593896615,3.235168690761105,0.7289878554333709,11.351686907611048,8
10.112949091560765,0.32742111890618325,0.5435473286562901,2.6903155243752668,0.07451577621876335,5.451577621876335,16.451577621876336,0.9968387379024989,3.15,0.7719259579066104,11.316104335313433,8
10.651031591656357,0.5107000575421232,0.6324281447801049,4.3802504315659245,0.0839506260789148,6.0,18.31687535963827,0.9979802504315659,3.1960906375873397,0.7685593336415989,12.819344055692529,8
7.667595982489846,0.4563345536963446,0.3214076785991877,2.1746343754857844,0.07507038392995938,12.18327231518277,20.253656245142153,0.9932052467844373,3.2185923214008123,0.7107038392995938,12.309826340465477,8
11.674486433269713,0.5306993889895302,0.6844033243565274,4.335800538608357,0.08196706918017233,6.0,21.88066487130548,0.998771193351287,3.122057394375614,0.7274486433269711,12.362960646330027,8
8.224131371260443,0.5102360340496648,0.17675414412145424,2.222885205225374,0.06847016576485818,35.54229589549252,50.590822621160385,0.9942355475755584,3.3674622462704487,0.7187934314369778,12.52649171175709,8
6.984590139822374,0.5490021435168753,0.2968182423161623,2.724390568525749,0.06486585852788623,13.805987138898749,57.29821863872128,0.9953497789935346,3.4335809002770876,0.8440798285186499,12.839800428703375,8
8.074227169734606,0.5281774420537233,0.35182255794627676,2.506222398919093,0.07562665606485441,7.81332803242721,16.93777601080907,0.992651786347576,3.1968888005404534,0.7156443207566349,12.969329622699046,8
6.650664256380615,0.7162790946424671,0.06910298647964755,1.8298171957920697,0.05455149323982378,22.506642563806153,67.46428953437888,0.9932453071517243,3.5122425338008814,0.7817940270407049,12.804485067601762,8
5.367586878386347,0.47146216297408855,0.08561351107773432,1.8529652486454613,0.0482372198916369,25.616563810954244,77.20142900058967,0.9910383436189046,3.5582617735100075,0.7988139005418154,14.0,8
9.87948782669691,0.4056776117598525,0.4743223882401475,2.570695993810604,0.07175824037136377,5.879120185681882,16.29304006189396,0.9957787556998142,3.164652003094698,0.6705128043325772,11.615384129977317,8
7.503071151393298,0.34116577926185837,0.35711689249308454,1.7159511132312262,0.06259511132312262,3.638044529249048,13.478533396936786,0.995779874637409,3.226809777353755,1.0346004357519727,10.398777830780656,8
8.09569553888416,0.526720659861432,0.353279340138568,2.50698912638872,0.0755806524166768,7.7903262083384,16.9301087361128,0.9926889726298529,3.1965054368056403,0.715107611527896,12.95322834583688,8
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8
8.951266287675713,0.4059493484929715,0.467278583288657,1.8,0.07010759772605428,6.702532575351427,14.810130301405708,0.9947806324093103,3.2516454394508,0.69,12.26202606028114,8
7.237099237295824,0.37629007627041766,0.3081450381352088,1.9629007627041766,0.05933893135662403,15.370992372958236,28.07251906760441,0.9946216870211662,3.231854961864791,0.748870228811253,11.318549618647912,8
7.853509616011729,0.45227884477419805,0.2879855792433941,2.995625008152466,0.07195625008152466,23.833172957771655,40.71923071906175,0.995844850981167,3.401139422387099,0.8042115392140737,12.753509616011728,8
7.373545868024827,0.5551668128008636,0.07887510960064767,2.2072925800053973,0.061106288360226683,32.887510960064766,52.78742327954664,0.9935451519892364,3.467416593599568,0.7548331871991364,12.941039291985966,8
6.9175269628410545,0.5393052856640367,0.0669789642480275,2.108158035400229,0.056942637486809625,31.69789642480275,61.11472502638074,0.9928769851585976,3.4753473571679816,0.7706947143359633,13.198789107959403,8
10.551765780232419,0.3388824335174314,0.5003531560464839,4.008225087792017,0.07111175664825686,5.0,14.888243351743146,0.9973482342197676,3.179646843953516,0.7129995434012217,11.592936879070322,8
9.116839649055311,0.4027720116981563,0.42445597660368745,1.9968912948782138,0.06849222823719554,5.7538858814022324,12.984456474391068,0.9956620728019395,3.3007771762804468,0.6801554352560892,11.527720116981563,8
7.841669618776134,0.5641283718997264,0.09852333111330025,2.2924237056770664,0.06534093324453201,34.15152588645867,45.54928133841268,0.9941764398501745,3.4509084468124795,0.7379165190611933,12.682953337773398,8
9.967501014006885,0.37289059331228486,0.5162656440126291,2.2337505070034425,0.0704578118662457,5.915623732491394,16.0,0.9960188453850861,3.1774687119747416,0.6683124746498279,11.686717799368546,8
7.420881752288897,0.3675174308240026,0.3016705401831117,1.8292344532044547,0.07408352700915558,16.624128458799866,23.707655467955455,0.9941131551515768,3.2383294598168884,0.7008352700915558,11.470997957782247,8
8.897485147524224,0.3804023763961242,0.4862978216368862,2.699497029504845,0.07865996039339793,6.6700198033010345,17.0,0.9950432098983154,3.166750495082526,0.8529980196698965,12.169013862310724,8
